CY_Month_Number,Year,Statistical_Group,Statistical_Category,Statistical_Detail,Count_IMs,Value,commodity,Stat_Redaction
2,2022,1-Production,0-Category Total,1-Production,555,43393257,Wine,FALSE
2,2022,2-Withdrawals,0-Category Total,2-Taxable Withdrawals,968,51079140,Wine,FALSE
2,2022,2-Withdrawals,0-Category Total,2-Taxable Withdrawals by Bulk vs Bottled,968,51079140,Wine,FALSE
2,2022,2-Withdrawals,0-Category Total,3-Tax Free Withdrawals,434,10896253,Wine,FALSE
2,2022,2-Withdrawals,0-Category Total,3-Tax Free Withdrawals For Export,111,6215457,Wine,FALSE
2,2022,4-Stocks on Hand End-of-Period,0-Category Total,4-Stocks on Hand End-of-Period,1424,1053947655,Wine,FALSE
2,2022,4-Stocks on Hand End-of-Period,0-Category Total,4-Stocks on Hand End-of-Period by Bulk vs Bottled,1424,1053947655,Wine,FALSE
2,2022,01-Count of IMs,01-Count of IMs,Number of Industry Members,1623,1623,Wine,FALSE
2,2022,1-Production,1-Production,1-Low Alcohol %,517,35954481,Wine,FALSE
2,2022,1-Production,1-Production,2-Medium and High Alcohol %,139,4177298,Wine,FALSE
2,2022,1-Production,1-Production,4-Artificially Carbonated Wine,25,118172,Wine,FALSE
2,2022,1-Production,1-Production,5-Sparkling Wine,37,1720927,Wine,FALSE
2,2022,1-Production,1-Production,6-Hard Cider,58,1422378,Wine,FALSE
2,2022,2-Withdrawals,2-Taxable Withdrawals,1-Low Alcohol %,919,45083198,Wine,FALSE
2,2022,2-Withdrawals,2-Taxable Withdrawals,2-Medium and High Alcohol %,260,611460,Wine,FALSE
2,2022,2-Withdrawals,2-Taxable Withdrawals,4-Artificially Carbonated Wine,98,151982,Wine,FALSE
2,2022,2-Withdrawals,2-Taxable Withdrawals,5-Sparkling Wine,208,2012054,Wine,FALSE
2,2022,2-Withdrawals,2-Taxable Withdrawals,6-Hard Cider,94,3220445,Wine,FALSE
2,2022,2-Withdrawals,2-Taxable Withdrawals by Bulk vs Bottled,1-Bottled,949,50436814,Wine,FALSE
2,2022,2-Withdrawals,2-Taxable Withdrawals by Bulk vs Bottled,2-Bulk,57,642326,Wine,FALSE
2,2022,2-Withdrawals,3-Tax Free Withdrawals,1-Low Alcohol %,404,7314125,Wine,FALSE
2,2022,2-Withdrawals,3-Tax Free Withdrawals,2-Medium and High Alcohol %,,,Wine,TRUE
2,2022,2-Withdrawals,3-Tax Free Withdrawals,4-Artificially Carbonated/Sparkling Wine,89,73652,Wine,FALSE
2,2022,2-Withdrawals,3-Tax Free Withdrawals,6-Hard Cider,,,Wine,TRUE
2,2022,2-Withdrawals,3-Tax Free Withdrawals For Export,1-Bottled Exports,100,2483073,Wine,FALSE
2,2022,2-Withdrawals,3-Tax Free Withdrawals For Export,2-Bulk Exports,18,3732384,Wine,FALSE
2,2022,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,1-Low Alcohol %,1376,1013082247,Wine,FALSE
2,2022,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,2-Medium Alcohol %,592,12096502,Wine,FALSE
2,2022,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,3-High Alcohol %,60,2652799,Wine,FALSE
2,2022,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,4-Artificially Carbonated Wine,114,1336923,Wine,FALSE
2,2022,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,5-Sparkling Wine,326,20816510,Wine,FALSE
2,2022,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,6-Hard Cider,124,3962674,Wine,FALSE
2,2022,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period by Bulk vs Bottled,1-Bottled,1004,180227199,Wine,FALSE
2,2022,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period by Bulk vs Bottled,2-Bulk,1273,873720456,Wine,FALSE
3,2022,1-Production,0-Category Total,1-Production,1350,33280646,Wine,FALSE
3,2022,2-Withdrawals,0-Category Total,2-Taxable Withdrawals,2506,67166243,Wine,FALSE
3,2022,2-Withdrawals,0-Category Total,2-Taxable Withdrawals by Bulk vs Bottled,2506,67166243,Wine,FALSE
3,2022,2-Withdrawals,0-Category Total,3-Tax Free Withdrawals,880,15373301,Wine,FALSE
3,2022,2-Withdrawals,0-Category Total,3-Tax Free Withdrawals For Export,158,9133514,Wine,FALSE
3,2022,4-Stocks on Hand End-of-Period,0-Category Total,4-Stocks on Hand End-of-Period,3225,1041807051,Wine,FALSE
3,2022,4-Stocks on Hand End-of-Period,0-Category Total,4-Stocks on Hand End-of-Period by Bulk vs Bottled,3225,1041807051,Wine,FALSE
3,2022,01-Count of IMs,01-Count of IMs,Number of Industry Members,3797,3797,Wine,FALSE
3,2022,1-Production,1-Production,1-Low Alcohol %,1182,22374910,Wine,FALSE
3,2022,1-Production,1-Production,2-Medium and High Alcohol %,262,4718249,Wine,FALSE
3,2022,1-Production,1-Production,4-Artificially Carbonated Wine,71,278710,Wine,FALSE
3,2022,1-Production,1-Production,5-Sparkling Wine,97,2915772,Wine,FALSE
3,2022,1-Production,1-Production,6-Hard Cider,272,2993005,Wine,FALSE
3,2022,2-Withdrawals,2-Taxable Withdrawals,1-Low Alcohol %,2303,60062241,Wine,FALSE
3,2022,2-Withdrawals,2-Taxable Withdrawals,2-Medium and High Alcohol %,539,873678,Wine,FALSE
3,2022,2-Withdrawals,2-Taxable Withdrawals,4-Artificially Carbonated Wine,241,324409,Wine,FALSE
3,2022,2-Withdrawals,2-Taxable Withdrawals,5-Sparkling Wine,425,2107290,Wine,FALSE
3,2022,2-Withdrawals,2-Taxable Withdrawals,6-Hard Cider,412,3798625,Wine,FALSE
3,2022,2-Withdrawals,2-Taxable Withdrawals by Bulk vs Bottled,1-Bottled,2379,65920833,Wine,FALSE
3,2022,2-Withdrawals,2-Taxable Withdrawals by Bulk vs Bottled,2-Bulk,224,1245410,Wine,FALSE
3,2022,2-Withdrawals,3-Tax Free Withdrawals,1-Low Alcohol %,803,10646304,Wine,FALSE
3,2022,2-Withdrawals,3-Tax Free Withdrawals,2-Medium and High Alcohol %,181,4122560,Wine,FALSE
3,2022,2-Withdrawals,3-Tax Free Withdrawals,4-Artificially Carbonated/Sparkling Wine,190,134888,Wine,FALSE
3,2022,2-Withdrawals,3-Tax Free Withdrawals,6-Hard Cider,84,469550,Wine,FALSE
3,2022,2-Withdrawals,3-Tax Free Withdrawals For Export,1-Bottled Exports,134,3601810,Wine,FALSE
3,2022,2-Withdrawals,3-Tax Free Withdrawals For Export,2-Bulk Exports,32,5531704,Wine,FALSE
3,2022,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,1-Low Alcohol %,3061,998252914,Wine,FALSE
3,2022,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,2-Medium Alcohol %,1093,13109064,Wine,FALSE
3,2022,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,3-High Alcohol %,88,1909323,Wine,FALSE
3,2022,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,4-Artificially Carbonated Wine,233,1400770,Wine,FALSE
3,2022,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,5-Sparkling Wine,578,21916896,Wine,FALSE
3,2022,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,6-Hard Cider,398,5218084,Wine,FALSE
3,2022,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period by Bulk vs Bottled,1-Bottled,1961,186676121,Wine,FALSE
3,2022,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period by Bulk vs Bottled,2-Bulk,2920,855130930,Wine,FALSE
4,2022,1-Production,0-Category Total,1-Production,530,19432578,Wine,FALSE
4,2022,2-Withdrawals,0-Category Total,2-Taxable Withdrawals,980,52012312,Wine,FALSE
4,2022,2-Withdrawals,0-Category Total,2-Taxable Withdrawals by Bulk vs Bottled,980,52012312,Wine,FALSE
4,2022,2-Withdrawals,0-Category Total,3-Tax Free Withdrawals,461,11398390,Wine,FALSE
4,2022,2-Withdrawals,0-Category Total,3-Tax Free Withdrawals For Export,120,7547073,Wine,FALSE
4,2022,4-Stocks on Hand End-of-Period,0-Category Total,4-Stocks on Hand End-of-Period,1429,968709005,Wine,FALSE
4,2022,4-Stocks on Hand End-of-Period,0-Category Total,4-Stocks on Hand End-of-Period by Bulk vs Bottled,1429,968709005,Wine,FALSE
4,2022,01-Count of IMs,01-Count of IMs,Number of Industry Members,1632,1632,Wine,FALSE
4,2022,1-Production,1-Production,1-Low Alcohol %,495,12109883,Wine,FALSE
4,2022,1-Production,1-Production,2-Medium and High Alcohol %,131,2737938,Wine,FALSE
4,2022,1-Production,1-Production,4-Artificially Carbonated Wine,23,271977,Wine,FALSE
4,2022,1-Production,1-Production,5-Sparkling Wine,39,2548613,Wine,FALSE
4,2022,1-Production,1-Production,6-Hard Cider,62,1764168,Wine,FALSE
4,2022,2-Withdrawals,2-Taxable Withdrawals,1-Low Alcohol %,927,46463875,Wine,FALSE
4,2022,2-Withdrawals,2-Taxable Withdrawals,2-Medium and High Alcohol %,261,805806,Wine,FALSE
4,2022,2-Withdrawals,2-Taxable Withdrawals,4-Artificially Carbonated Wine,96,278825,Wine,FALSE
4,2022,2-Withdrawals,2-Taxable Withdrawals,5-Sparkling Wine,220,1921278,Wine,FALSE
4,2022,2-Withdrawals,2-Taxable Withdrawals,6-Hard Cider,102,2542528,Wine,FALSE
4,2022,2-Withdrawals,2-Taxable Withdrawals by Bulk vs Bottled,1-Bottled,954,51296885,Wine,FALSE
4,2022,2-Withdrawals,2-Taxable Withdrawals by Bulk vs Bottled,2-Bulk,64,715427,Wine,FALSE
4,2022,2-Withdrawals,3-Tax Free Withdrawals,1-Low Alcohol %,431,8105059,Wine,FALSE
4,2022,2-Withdrawals,3-Tax Free Withdrawals,2-Medium and High Alcohol %,101,2760059,Wine,FALSE
4,2022,2-Withdrawals,3-Tax Free Withdrawals,4-Artificially Carbonated/Sparkling Wine,106,66165,Wine,FALSE
4,2022,2-Withdrawals,3-Tax Free Withdrawals,6-Hard Cider,27,467107,Wine,FALSE
4,2022,2-Withdrawals,3-Tax Free Withdrawals For Export,1-Bottled Exports,109,3663044,Wine,FALSE
4,2022,2-Withdrawals,3-Tax Free Withdrawals For Export,2-Bulk Exports,20,3884029,Wine,FALSE
4,2022,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,1-Low Alcohol %,1384,927785053,Wine,FALSE
4,2022,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,2-Medium Alcohol %,595,12339703,Wine,FALSE
4,2022,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,3-High Alcohol %,61,1589025,Wine,FALSE
4,2022,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,4-Artificially Carbonated Wine,120,1464999,Wine,FALSE
4,2022,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,5-Sparkling Wine,336,21933347,Wine,FALSE
4,2022,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,6-Hard Cider,124,3596877,Wine,FALSE
4,2022,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period by Bulk vs Bottled,1-Bottled,1005,181873775,Wine,FALSE
4,2022,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period by Bulk vs Bottled,2-Bulk,1269,786835229,Wine,FALSE
5,2022,1-Production,0-Category Total,1-Production,522,16766305,Wine,FALSE
5,2022,2-Withdrawals,0-Category Total,2-Taxable Withdrawals,965,52659134,Wine,FALSE
5,2022,2-Withdrawals,0-Category Total,2-Taxable Withdrawals by Bulk vs Bottled,965,52659134,Wine,FALSE
5,2022,2-Withdrawals,0-Category Total,3-Tax Free Withdrawals,463,12310296,Wine,FALSE
5,2022,2-Withdrawals,0-Category Total,3-Tax Free Withdrawals For Export,127,7072379,Wine,FALSE
5,2022,4-Stocks on Hand End-of-Period,0-Category Total,4-Stocks on Hand End-of-Period,1435,928013216,Wine,FALSE
5,2022,4-Stocks on Hand End-of-Period,0-Category Total,4-Stocks on Hand End-of-Period by Bulk vs Bottled,1435,928013216,Wine,FALSE
5,2022,01-Count of IMs,01-Count of IMs,Number of Industry Members,1644,1644,Wine,FALSE
5,2022,1-Production,1-Production,1-Low Alcohol %,492,10414097,Wine,FALSE
5,2022,1-Production,1-Production,2-Medium and High Alcohol %,122,1794946,Wine,FALSE
5,2022,1-Production,1-Production,4-Artificially Carbonated Wine,26,168104,Wine,FALSE
5,2022,1-Production,1-Production,5-Sparkling Wine,35,2553800,Wine,FALSE
5,2022,1-Production,1-Production,6-Hard Cider,56,1835358,Wine,FALSE
5,2022,2-Withdrawals,2-Taxable Withdrawals,1-Low Alcohol %,911,46498937,Wine,FALSE
5,2022,2-Withdrawals,2-Taxable Withdrawals,2-Medium and High Alcohol %,260,735209,Wine,FALSE
5,2022,2-Withdrawals,2-Taxable Withdrawals,4-Artificially Carbonated Wine,99,217282,Wine,FALSE
5,2022,2-Withdrawals,2-Taxable Withdrawals,5-Sparkling Wine,213,2187506,Wine,FALSE
5,2022,2-Withdrawals,2-Taxable Withdrawals,6-Hard Cider,104,3020199,Wine,FALSE
5,2022,2-Withdrawals,2-Taxable Withdrawals by Bulk vs Bottled,1-Bottled,945,51328548,Wine,FALSE
5,2022,2-Withdrawals,2-Taxable Withdrawals by Bulk vs Bottled,2-Bulk,65,1330586,Wine,FALSE
5,2022,2-Withdrawals,3-Tax Free Withdrawals,1-Low Alcohol %,430,8193228,Wine,FALSE
5,2022,2-Withdrawals,3-Tax Free Withdrawals,2-Medium and High Alcohol %,95,3340132,Wine,FALSE
5,2022,2-Withdrawals,3-Tax Free Withdrawals,4-Artificially Carbonated/Sparkling Wine,104,104235,Wine,FALSE
5,2022,2-Withdrawals,3-Tax Free Withdrawals,6-Hard Cider,34,672701,Wine,FALSE
5,2022,2-Withdrawals,3-Tax Free Withdrawals For Export,1-Bottled Exports,114,3720276,Wine,FALSE
5,2022,2-Withdrawals,3-Tax Free Withdrawals For Export,2-Bulk Exports,25,3352103,Wine,FALSE
5,2022,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,1-Low Alcohol %,1387,887485592,Wine,FALSE
5,2022,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,2-Medium Alcohol %,593,12374890,Wine,FALSE
5,2022,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,3-High Alcohol %,61,1577752,Wine,FALSE
5,2022,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,4-Artificially Carbonated Wine,117,1310225,Wine,FALSE
5,2022,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,5-Sparkling Wine,334,21887907,Wine,FALSE
5,2022,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,6-Hard Cider,129,3376850,Wine,FALSE
5,2022,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period by Bulk vs Bottled,1-Bottled,1023,183414233,Wine,FALSE
5,2022,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period by Bulk vs Bottled,2-Bulk,1270,744598983,Wine,FALSE
6,2022,1-Production,0-Category Total,1-Production,1217,14444426,Wine,FALSE
6,2022,2-Withdrawals,0-Category Total,2-Taxable Withdrawals,2441,61543932,Wine,FALSE
6,2022,2-Withdrawals,0-Category Total,2-Taxable Withdrawals by Bulk vs Bottled,2441,61543932,Wine,FALSE
6,2022,2-Withdrawals,0-Category Total,3-Tax Free Withdrawals,857,14013175,Wine,FALSE
6,2022,2-Withdrawals,0-Category Total,3-Tax Free Withdrawals For Export,147,8621196,Wine,FALSE
6,2022,4-Stocks on Hand End-of-Period,0-Category Total,4-Stocks on Hand End-of-Period,3231,908513652,Wine,FALSE
6,2022,4-Stocks on Hand End-of-Period,0-Category Total,4-Stocks on Hand End-of-Period by Bulk vs Bottled,3231,908513652,Wine,FALSE
6,2022,01-Count of IMs,01-Count of IMs,Number of Industry Members,3803,3803,Wine,FALSE
6,2022,1-Production,1-Production,1-Low Alcohol %,1057,4305901,Wine,FALSE
6,2022,1-Production,1-Production,2-Medium and High Alcohol %,238,2632806,Wine,FALSE
6,2022,1-Production,1-Production,4-Artificially Carbonated Wine,75,320645,Wine,FALSE
6,2022,1-Production,1-Production,5-Sparkling Wine,110,3457890,Wine,FALSE
6,2022,1-Production,1-Production,6-Hard Cider,284,3727184,Wine,FALSE
6,2022,2-Withdrawals,2-Taxable Withdrawals,1-Low Alcohol %,2237,53105672,Wine,FALSE
6,2022,2-Withdrawals,2-Taxable Withdrawals,2-Medium and High Alcohol %,552,1213424,Wine,FALSE
6,2022,2-Withdrawals,2-Taxable Withdrawals,4-Artificially Carbonated Wine,232,333175,Wine,FALSE
6,2022,2-Withdrawals,2-Taxable Withdrawals,5-Sparkling Wine,438,2230072,Wine,FALSE
6,2022,2-Withdrawals,2-Taxable Withdrawals,6-Hard Cider,400,4661589,Wine,FALSE
6,2022,2-Withdrawals,2-Taxable Withdrawals by Bulk vs Bottled,1-Bottled,2312,60129360,Wine,FALSE
6,2022,2-Withdrawals,2-Taxable Withdrawals by Bulk vs Bottled,2-Bulk,224,1414572,Wine,FALSE
6,2022,2-Withdrawals,3-Tax Free Withdrawals,1-Low Alcohol %,784,10243171,Wine,FALSE
6,2022,2-Withdrawals,3-Tax Free Withdrawals,2-Medium and High Alcohol %,176,3194051,Wine,FALSE
6,2022,2-Withdrawals,3-Tax Free Withdrawals,4-Artificially Carbonated/Sparkling Wine,194,126640,Wine,FALSE
6,2022,2-Withdrawals,3-Tax Free Withdrawals,6-Hard Cider,75,449313,Wine,FALSE
6,2022,2-Withdrawals,3-Tax Free Withdrawals For Export,1-Bottled Exports,126,3822550,Wine,FALSE
6,2022,2-Withdrawals,3-Tax Free Withdrawals For Export,2-Bulk Exports,33,4798646,Wine,FALSE
6,2022,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,1-Low Alcohol %,3066,864404723,Wine,FALSE
6,2022,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,2-Medium Alcohol %,1083,13052061,Wine,FALSE
6,2022,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,3-High Alcohol %,86,1476001,Wine,FALSE
6,2022,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,4-Artificially Carbonated Wine,228,1472700,Wine,FALSE
6,2022,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,5-Sparkling Wine,588,23281320,Wine,FALSE
6,2022,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,6-Hard Cider,393,4826848,Wine,FALSE
6,2022,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period by Bulk vs Bottled,1-Bottled,1970,195463031,Wine,FALSE
6,2022,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period by Bulk vs Bottled,2-Bulk,2909,713050621,Wine,FALSE
7,2022,1-Production,0-Category Total,1-Production,477,9223167,Wine,FALSE
7,2022,2-Withdrawals,0-Category Total,2-Taxable Withdrawals,973,47491846,Wine,FALSE
7,2022,2-Withdrawals,0-Category Total,2-Taxable Withdrawals by Bulk vs Bottled,973,47491846,Wine,FALSE
7,2022,2-Withdrawals,0-Category Total,3-Tax Free Withdrawals,458,10014876,Wine,FALSE
7,2022,2-Withdrawals,0-Category Total,3-Tax Free Withdrawals For Export,119,5457501,Wine,FALSE
7,2022,4-Stocks on Hand End-of-Period,0-Category Total,4-Stocks on Hand End-of-Period,1410,843012621,Wine,FALSE
7,2022,4-Stocks on Hand End-of-Period,0-Category Total,4-Stocks on Hand End-of-Period by Bulk vs Bottled,1410,843012621,Wine,FALSE
7,2022,01-Count of IMs,01-Count of IMs,Number of Industry Members,1619,1619,Wine,FALSE
7,2022,1-Production,1-Production,1-Low Alcohol %,444,1907116,Wine,FALSE
7,2022,1-Production,1-Production,2-Medium and High Alcohol %,124,2146860,Wine,FALSE
7,2022,1-Production,1-Production,4-Artificially Carbonated Wine,24,209196,Wine,FALSE
7,2022,1-Production,1-Production,5-Sparkling Wine,39,3462451,Wine,FALSE
7,2022,1-Production,1-Production,6-Hard Cider,52,1497544,Wine,FALSE
7,2022,2-Withdrawals,2-Taxable Withdrawals,1-Low Alcohol %,923,42003985,Wine,FALSE
7,2022,2-Withdrawals,2-Taxable Withdrawals,2-Medium and High Alcohol %,257,660427,Wine,FALSE
7,2022,2-Withdrawals,2-Taxable Withdrawals,4-Artificially Carbonated Wine,100,214106,Wine,FALSE
7,2022,2-Withdrawals,2-Taxable Withdrawals,5-Sparkling Wine,208,1880947,Wine,FALSE
7,2022,2-Withdrawals,2-Taxable Withdrawals,6-Hard Cider,100,2732381,Wine,FALSE
7,2022,2-Withdrawals,2-Taxable Withdrawals by Bulk vs Bottled,1-Bottled,952,46503417,Wine,FALSE
7,2022,2-Withdrawals,2-Taxable Withdrawals by Bulk vs Bottled,2-Bulk,60,988429,Wine,FALSE
7,2022,2-Withdrawals,3-Tax Free Withdrawals,1-Low Alcohol %,418,6342794,Wine,FALSE
7,2022,2-Withdrawals,3-Tax Free Withdrawals,2-Medium and High Alcohol %,97,3009483,Wine,FALSE
7,2022,2-Withdrawals,3-Tax Free Withdrawals,4-Artificially Carbonated/Sparkling Wine,107,82780,Wine,FALSE
7,2022,2-Withdrawals,3-Tax Free Withdrawals,6-Hard Cider,27,579819,Wine,FALSE
7,2022,2-Withdrawals,3-Tax Free Withdrawals For Export,1-Bottled Exports,108,2595161,Wine,FALSE
7,2022,2-Withdrawals,3-Tax Free Withdrawals For Export,2-Bulk Exports,19,2862340,Wine,FALSE
7,2022,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,1-Low Alcohol %,1361,801706011,Wine,FALSE
7,2022,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,2-Medium Alcohol %,577,11067507,Wine,FALSE
7,2022,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,3-High Alcohol %,59,1698509,Wine,FALSE
7,2022,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,4-Artificially Carbonated Wine,116,1436059,Wine,FALSE
7,2022,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,5-Sparkling Wine,338,24216243,Wine,FALSE
7,2022,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,6-Hard Cider,118,2888292,Wine,FALSE
7,2022,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period by Bulk vs Bottled,1-Bottled,1010,194933267,Wine,FALSE
7,2022,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period by Bulk vs Bottled,2-Bulk,1239,648079354,Wine,FALSE
8,2022,1-Production,0-Category Total,1-Production,490,42886849,Wine,FALSE
8,2022,2-Withdrawals,0-Category Total,2-Taxable Withdrawals,1003,53377572,Wine,FALSE
8,2022,2-Withdrawals,0-Category Total,2-Taxable Withdrawals by Bulk vs Bottled,1003,53377572,Wine,FALSE
8,2022,2-Withdrawals,0-Category Total,3-Tax Free Withdrawals,449,14822873,Wine,FALSE
8,2022,2-Withdrawals,0-Category Total,3-Tax Free Withdrawals For Export,114,6702004,Wine,FALSE
8,2022,4-Stocks on Hand End-of-Period,0-Category Total,4-Stocks on Hand End-of-Period,1414,816784617,Wine,FALSE
8,2022,4-Stocks on Hand End-of-Period,0-Category Total,4-Stocks on Hand End-of-Period by Bulk vs Bottled,1414,816784617,Wine,FALSE
8,2022,01-Count of IMs,01-Count of IMs,Number of Industry Members,1639,1639,Wine,FALSE
8,2022,1-Production,1-Production,1-Low Alcohol %,454,28019309,Wine,FALSE
8,2022,1-Production,1-Production,2-Medium and High Alcohol %,115,8872770,Wine,FALSE
8,2022,1-Production,1-Production,4-Artificially Carbonated Wine,21,137815,Wine,FALSE
8,2022,1-Production,1-Production,5-Sparkling Wine,46,3949875,Wine,FALSE
8,2022,1-Production,1-Production,6-Hard Cider,53,1907080,Wine,FALSE
8,2022,2-Withdrawals,2-Taxable Withdrawals,1-Low Alcohol %,950,47109232,Wine,FALSE
8,2022,2-Withdrawals,2-Taxable Withdrawals,2-Medium and High Alcohol %,269,785010,Wine,FALSE
8,2022,2-Withdrawals,2-Taxable Withdrawals,4-Artificially Carbonated Wine,109,220654,Wine,FALSE
8,2022,2-Withdrawals,2-Taxable Withdrawals,5-Sparkling Wine,217,2190513,Wine,FALSE
8,2022,2-Withdrawals,2-Taxable Withdrawals,6-Hard Cider,96,3072163,Wine,FALSE
8,2022,2-Withdrawals,2-Taxable Withdrawals by Bulk vs Bottled,1-Bottled,979,52095318,Wine,FALSE
8,2022,2-Withdrawals,2-Taxable Withdrawals by Bulk vs Bottled,2-Bulk,62,1282254,Wine,FALSE
8,2022,2-Withdrawals,3-Tax Free Withdrawals,1-Low Alcohol %,416,8749566,Wine,FALSE
8,2022,2-Withdrawals,3-Tax Free Withdrawals,2-Medium and High Alcohol %,85,5533727,Wine,FALSE
8,2022,2-Withdrawals,3-Tax Free Withdrawals,4-Artificially Carbonated/Sparkling Wine,,,Wine,TRUE
8,2022,2-Withdrawals,3-Tax Free Withdrawals,6-Hard Cider,,,Wine,TRUE
8,2022,2-Withdrawals,3-Tax Free Withdrawals For Export,1-Bottled Exports,107,3215640,Wine,FALSE
8,2022,2-Withdrawals,3-Tax Free Withdrawals For Export,2-Bulk Exports,15,3486365,Wine,FALSE
8,2022,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,1-Low Alcohol %,1363,771017925,Wine,FALSE
8,2022,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,2-Medium Alcohol %,572,11012157,Wine,FALSE
8,2022,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,3-High Alcohol %,60,4788879,Wine,FALSE
8,2022,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,4-Artificially Carbonated Wine,120,1460135,Wine,FALSE
8,2022,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,5-Sparkling Wine,343,25737856,Wine,FALSE
8,2022,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,6-Hard Cider,120,2767664,Wine,FALSE
8,2022,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period by Bulk vs Bottled,1-Bottled,1013,199971417,Wine,FALSE
8,2022,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period by Bulk vs Bottled,2-Bulk,1243,616813200,Wine,FALSE
9,2022,1-Production,0-Category Total,1-Production,1360,117771031,Wine,FALSE
9,2022,2-Withdrawals,0-Category Total,2-Taxable Withdrawals,2377,59019416,Wine,FALSE
9,2022,2-Withdrawals,0-Category Total,2-Taxable Withdrawals by Bulk vs Bottled,2377,59019416,Wine,FALSE
9,2022,2-Withdrawals,0-Category Total,3-Tax Free Withdrawals,849,16928400,Wine,FALSE
9,2022,2-Withdrawals,0-Category Total,3-Tax Free Withdrawals For Export,144,5844813,Wine,FALSE
9,2022,4-Stocks on Hand End-of-Period,0-Category Total,4-Stocks on Hand End-of-Period,3178,889722409,Wine,FALSE
9,2022,4-Stocks on Hand End-of-Period,0-Category Total,4-Stocks on Hand End-of-Period by Bulk vs Bottled,3178,889722409,Wine,FALSE
9,2022,01-Count of IMs,01-Count of IMs,Number of Industry Members,3809,3809,Wine,FALSE
9,2022,1-Production,1-Production,1-Low Alcohol %,1195,106659604,Wine,FALSE
9,2022,1-Production,1-Production,2-Medium and High Alcohol %,187,5214224,Wine,FALSE
9,2022,1-Production,1-Production,4-Artificially Carbonated Wine,58,209412,Wine,FALSE
9,2022,1-Production,1-Production,5-Sparkling Wine,84,2517327,Wine,FALSE
